     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
         2,         0,         0,   0.009,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
         1,         0,         0,   0.031,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
         1,         0,         0,   0.011,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
         3,         0,         0,   0.151,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
        16,         3,         0,    3.20,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         3,         1,         0,    3.80,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
         3,         0,         0,    2.19,beam64_640iters,5f74daf4fe65bd283abef1d34270198d617a026d87b79c0881eb07834fb33043,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""x""}",
         8,         2,         0,    6.38,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         1,         0,         0,   0.005,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         1,         0,         0,   0.038,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         1,         0,         0,   0.173,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         1,         1,         0,    1.36,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         4,         0,         0,    2.07,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
         1,         0,         0,   0.016,beam64_640iters,2d52488b9ecdfb9159a92a6d3a34ef18468126f7e4c7cfc616e48be7eb53f6da,"{""code"":""[[90, 8, 10]] BB code"",""p_CNOT"":0.005,""syndrome_rounds"":10,""x_or_z"":""z""}",
